Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"ALVES BANDEIRA Santa Catarina";"Outro";"Caldas da Rainha";"1,924 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-07-03 11:15";"Leiria";"E. N . 360, 54 - Caldas da Rainha";"Santa Catarina";"2500-171";39.44194;-9.01365
"ALVES BANDEIRA Romeira";"Outro";"Santarém";"1,844 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-07-03 11:15";"Santarém";"EN 362 Km 46,2";"Romeira";"2005-076";39.316476;-8.733828
"ALVES BANDEIRA Romeira";"Outro";"Santarém";"1,864 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-07-03 11:15";"Santarém";"EN 362 Km 46,2";"Romeira";"2005-076";39.316476;-8.733828
"ALVES BANDEIRA Romeira";"Outro";"Santarém";"1,944 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-07-03 11:15";"Santarém";"EN 362 Km 46,2";"Romeira";"2005-076";39.316476;-8.733828
"ALVES BANDEIRA Santana";"Outro";"Figueira da Foz";"1,884 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-07-03 11:15";"Coimbra";"Rua das Cavadas, nº55";"Santana";"3090-797";40.223127;-8.751183
"ALVES BANDEIRA Santana";"Outro";"Figueira da Foz";"1,984 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-07-03 11:15";"Coimbra";"Rua das Cavadas, nº55";"Santana";"3090-797";40.223127;-8.751183
"ALVES BANDEIRA Semide";"Outro";"Miranda do Corvo";"1,864 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-07-03 11:15";"Coimbra";"Rua de S. João";"Semide";"3220-423";40.15738;-8.33427
"ALVES BANDEIRA Semide";"Outro";"Miranda do Corvo";"1,904 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-07-03 11:15";"Coimbra";"Rua de S. João";"Semide";"3220-423";40.15738;-8.33427
"ALVES BANDEIRA Semide";"Outro";"Miranda do Corvo";"1,964 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-07-03 11:15";"Coimbra";"Rua de S. João";"Semide";"3220-423";40.15738;-8.33427
"E.S. ÁGUEDA";"Outro";"Águeda";"1,834 €";"REPSOL";"Gasóleo simples";"2026-07-03 11:15";"Aveiro";"Lugar da Barrosinha";"Saída Ic2 - Águeda Norte";"3754-901";40.595331;-8.465531
"E.S. ÁGUEDA";"Outro";"Águeda";"1,894 €";"REPSOL";"Gasóleo especial";"2026-07-03 11:15";"Aveiro";"Lugar da Barrosinha";"Saída Ic2 - Águeda Norte";"3754-901";40.595331;-8.465531
"E.S. ÁGUEDA";"Outro";"Águeda";"1,919 €";"REPSOL";"Gasolina simples 95";"2026-07-03 11:15";"Aveiro";"Lugar da Barrosinha";"Saída Ic2 - Águeda Norte";"3754-901";40.595331;-8.465531
"PORTO ALTO - CRUZAMENTO";"Outro";"Benavente";"1,864 €";"BP";"Gasóleo simples";"2026-07-03 11:20";"Santarém";"EN 10";"Porto Alto";"2135-000";38.92396;-8.888269
"PORTO ALTO - CRUZAMENTO";"Outro";"Benavente";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 11:20";"Santarém";"EN 10";"Porto Alto";"2135-000";38.92396;-8.888269
"PORTO ALTO - CRUZAMENTO";"Outro";"Benavente";"1,954 €";"BP";"Gasolina simples 95";"2026-07-03 11:20";"Santarém";"EN 10";"Porto Alto";"2135-000";38.92396;-8.888269
"PORTO ALTO - CRUZAMENTO";"Outro";"Benavente";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 11:20";"Santarém";"EN 10";"Porto Alto";"2135-000";38.92396;-8.888269
"CEPSA Moimenta da Beira/Leomil";"Outro";"Moimenta da Beira";"1,886 €";"CEPSA";"Gasóleo especial";"2026-07-03 11:25";"Viseu";"Av. Leodomiro, nº 12 - Alto da Portela";"Leomil";"3620-162";40.98431;-7.637532
"CEPSA Moimenta da Beira/Leomil";"Outro";"Moimenta da Beira";"1,806 €";"CEPSA";"Gasóleo simples";"2026-07-03 11:25";"Viseu";"Av. Leodomiro, nº 12 - Alto da Portela";"Leomil";"3620-162";40.98431;-7.637532
"CEPSA Moimenta da Beira/Leomil";"Outro";"Moimenta da Beira";"1,913 €";"CEPSA";"Gasolina simples 95";"2026-07-03 11:25";"Viseu";"Av. Leodomiro, nº 12 - Alto da Portela";"Leomil";"3620-162";40.98431;-7.637532
"PA Silveirinho";"Outro";"Penacova";"1,840 €";"Genérico";"Gasóleo simples";"2026-07-03 11:30";"Coimbra";"EN 2-3, km 3,400 - Silveirinho";"Silveirinho";"3360-259";40.30859;-8.192012
"PA Silveirinho";"Outro";"Penacova";"1,890 €";"Genérico";"Gasóleo especial";"2026-07-03 11:30";"Coimbra";"EN 2-3, km 3,400 - Silveirinho";"Silveirinho";"3360-259";40.30859;-8.192012
"PA Silveirinho";"Outro";"Penacova";"1,920 €";"Genérico";"Gasolina simples 95";"2026-07-03 11:30";"Coimbra";"EN 2-3, km 3,400 - Silveirinho";"Silveirinho";"3360-259";40.30859;-8.192012
"CEPSA  Marina de Cascais";"Outro";"Cascais";"2,006 €";"CEPSA";"Gasóleo simples";"2026-07-03 11:50";"Lisboa";"Marina de Cascais";"Cascais";"2750-800";38.69325;-9.41548
"CEPSA  Marina de Cascais";"Outro";"Cascais";"2,083 €";"CEPSA";"Gasolina simples 95";"2026-07-03 11:50";"Lisboa";"Marina de Cascais";"Cascais";"2750-800";38.69325;-9.41548
"BP MAFRA CIRCULAR";"Outro";"Mafra";"1,899 €";"BP";"Gasóleo simples";"2026-07-03 12:00";"Lisboa";"EN 116, Km 7\nLugar Casal Mourão, Posto BP";"Sobreiro";"2640-410";38.95843;-9.34738
"BP MAFRA CIRCULAR";"Outro";"Mafra";"2,049 €";"BP";"Gasóleo especial";"2026-07-03 12:00";"Lisboa";"EN 116, Km 7\nLugar Casal Mourão, Posto BP";"Sobreiro";"2640-410";38.95843;-9.34738
"BP MAFRA CIRCULAR";"Outro";"Mafra";"1,989 €";"BP";"Gasolina simples 95";"2026-07-03 12:00";"Lisboa";"EN 116, Km 7\nLugar Casal Mourão, Posto BP";"Sobreiro";"2640-410";38.95843;-9.34738
"BP MAFRA CIRCULAR";"Outro";"Mafra";"2,219 €";"BP";"Gasolina especial 98";"2026-07-03 12:00";"Lisboa";"EN 116, Km 7\nLugar Casal Mourão, Posto BP";"Sobreiro";"2640-410";38.95843;-9.34738
"ERICEIRA";"Outro";"Mafra";"1,859 €";"BP";"Gasóleo simples";"2026-07-03 12:20";"Lisboa";"EN 247, Mil Regos";"Ericeira";"2655-319";38.982386;-9.417686
"ERICEIRA";"Outro";"Mafra";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 12:20";"Lisboa";"EN 247, Mil Regos";"Ericeira";"2655-319";38.982386;-9.417686
"ERICEIRA";"Outro";"Mafra";"1,949 €";"BP";"Gasolina simples 95";"2026-07-03 12:20";"Lisboa";"EN 247, Mil Regos";"Ericeira";"2655-319";38.982386;-9.417686
"ERICEIRA";"Outro";"Mafra";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 12:20";"Lisboa";"EN 247, Mil Regos";"Ericeira";"2655-319";38.982386;-9.417686
"E.S. TRANCOSO";"Outro";"Trancoso";"1,844 €";"REPSOL";"Gasóleo simples";"2026-07-03 12:30";"Guarda";"Rua Dr. Castro Lopes, nº 1";"Trancoso";"6420-039";40.7766;-7.352
"E.S. TRANCOSO";"Outro";"Trancoso";"1,914 €";"REPSOL";"Gasóleo especial";"2026-07-03 12:30";"Guarda";"Rua Dr. Castro Lopes, nº 1";"Trancoso";"6420-039";40.7766;-7.352
"E.S. TRANCOSO";"Outro";"Trancoso";"1,929 €";"REPSOL";"Gasolina simples 95";"2026-07-03 12:30";"Guarda";"Rua Dr. Castro Lopes, nº 1";"Trancoso";"6420-039";40.7766;-7.352
"E.S. TRANCOSO";"Outro";"Trancoso";"2,129 €";"REPSOL";"Gasolina especial 98";"2026-07-03 12:30";"Guarda";"Rua Dr. Castro Lopes, nº 1";"Trancoso";"6420-039";40.7766;-7.352
"PA  de Calde";"Outro";"Viseu";"1,868 €";"ALVES BANDEIRA";"Gasóleo simples";"2026-07-03 12:35";"Viseu";"Av. das Amoreiras";"Calde";"3515-726";40.77644;-7.915753
"PA  de Calde";"Outro";"Viseu";"1,965 €";"ALVES BANDEIRA";"Gasolina simples 95";"2026-07-03 12:35";"Viseu";"Av. das Amoreiras";"Calde";"3515-726";40.77644;-7.915753
"PA  de Calde";"Outro";"Viseu";"1,888 €";"ALVES BANDEIRA";"Gasóleo especial";"2026-07-03 12:35";"Viseu";"Av. das Amoreiras";"Calde";"3515-726";40.77644;-7.915753
"E.S. MONCHIQUE";"Outro";"Monchique";"1,969 €";"REPSOL";"Gasolina simples 95";"2026-07-03 12:55";"Faro";"Rua Pé da Cruz";"Monchique";"8550-328";37.310833;-8.556167
"E.S. MONCHIQUE";"Outro";"Monchique";"1,884 €";"REPSOL";"Gasóleo simples";"2026-07-03 12:55";"Faro";"Rua Pé da Cruz";"Monchique";"8550-328";37.310833;-8.556167
"E.S. MONCHIQUE";"Outro";"Monchique";"1,954 €";"REPSOL";"Gasóleo especial";"2026-07-03 12:55";"Faro";"Rua Pé da Cruz";"Monchique";"8550-328";37.310833;-8.556167
"Intermarché Oliveira Azeméis";"Outro";"Oliveira de Azeméis";"1,699 €";"INTERMARCHÉ";"Gasóleo simples";"2026-07-03 13:15";"Aveiro";"Av. Dona Maria I";"Aldas";"3720-300";40.82735;-8.48229
"Intermarché Oliveira Azeméis";"Outro";"Oliveira de Azeméis";"1,749 €";"INTERMARCHÉ";"Gasóleo especial";"2026-07-03 13:15";"Aveiro";"Av. Dona Maria I";"Aldas";"3720-300";40.82735;-8.48229
"Intermarché Oliveira Azeméis";"Outro";"Oliveira de Azeméis";"1,789 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-07-03 13:15";"Aveiro";"Av. Dona Maria I";"Aldas";"3720-300";40.82735;-8.48229
"MOEVE OLHÃO II";"Outro";"Olhão";"1,806 €";"MOEVE";"Gasóleo simples";"2026-07-03 13:15";"Faro";"zona industrial olhao lote 233";"Olhão";"8700-281";37.029327;-7.830433
"MOEVE OLHÃO II";"Outro";"Olhão";"1,856 €";"MOEVE";"Gasóleo especial";"2026-07-03 13:15";"Faro";"zona industrial olhao lote 233";"Olhão";"8700-281";37.029327;-7.830433
"MOEVE OLHÃO II";"Outro";"Olhão";"1,893 €";"MOEVE";"Gasolina simples 95";"2026-07-03 13:15";"Faro";"zona industrial olhao lote 233";"Olhão";"8700-281";37.029327;-7.830433
"MOEVE OLHÃO II";"Outro";"Olhão";"2,105 €";"MOEVE";"Gasolina especial 98";"2026-07-03 13:15";"Faro";"zona industrial olhao lote 233";"Olhão";"8700-281";37.029327;-7.830433
"BP - Oeiras (Cacilhas )";"Outro";"Oeiras";"1,879 €";"BP";"Gasóleo simples";"2026-07-03 14:30";"Lisboa";"Rua do Colégio Militar";"Lugar de Cacilhas";"2780-239";38.70222;-9.30844
"BP - Oeiras (Cacilhas )";"Outro";"Oeiras";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 14:30";"Lisboa";"Rua do Colégio Militar";"Lugar de Cacilhas";"2780-239";38.70222;-9.30844
"BP - Oeiras (Cacilhas )";"Outro";"Oeiras";"1,969 €";"BP";"Gasolina simples 95";"2026-07-03 14:30";"Lisboa";"Rua do Colégio Militar";"Lugar de Cacilhas";"2780-239";38.70222;-9.30844
"BP - Oeiras (Cacilhas )";"Outro";"Oeiras";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 14:30";"Lisboa";"Rua do Colégio Militar";"Lugar de Cacilhas";"2780-239";38.70222;-9.30844
"GALP Fornos de Algodres";"Outro";"Fornos de Algodres";"1,834 €";"GALP";"Gasóleo simples";"2026-07-03 15:20";"Guarda";"E.N. 16 Ponte de Juncais";"Ponte de Juncais";"6370-333";40.613384;-7.522135
"GALP Fornos de Algodres";"Outro";"Fornos de Algodres";"1,884 €";"GALP";"Gasóleo especial";"2026-07-03 15:20";"Guarda";"E.N. 16 Ponte de Juncais";"Ponte de Juncais";"6370-333";40.613384;-7.522135
"GALP Fornos de Algodres";"Outro";"Fornos de Algodres";"1,924 €";"GALP";"Gasolina simples 95";"2026-07-03 15:20";"Guarda";"E.N. 16 Ponte de Juncais";"Ponte de Juncais";"6370-333";40.613384;-7.522135
"Galp Vouzela";"Outro";"Vouzela";"1,834 €";"GALP";"Gasóleo simples";"2026-07-03 15:20";"Viseu";"Variante de Vouzela";"Vouzela";"3670-234";40.72417;-8.110905
"Galp Vouzela";"Outro";"Vouzela";"1,884 €";"GALP";"Gasóleo especial";"2026-07-03 15:20";"Viseu";"Variante de Vouzela";"Vouzela";"3670-234";40.72417;-8.110905
"Galp Vouzela";"Outro";"Vouzela";"1,924 €";"GALP";"Gasolina simples 95";"2026-07-03 15:20";"Viseu";"Variante de Vouzela";"Vouzela";"3670-234";40.72417;-8.110905
"Galp REPESES";"Outro";"Viseu";"1,829 €";"GALP";"Gasóleo simples";"2026-07-03 15:20";"Viseu";"Posto Galp, Estr. Nac. N.2, KM 178,Repeses";"Viseu";"3500-719";40.62839;-7.94025
"Galp REPESES";"Outro";"Viseu";"1,884 €";"GALP";"Gasóleo especial";"2026-07-03 15:20";"Viseu";"Posto Galp, Estr. Nac. N.2, KM 178,Repeses";"Viseu";"3500-719";40.62839;-7.94025
"Galp REPESES";"Outro";"Viseu";"1,914 €";"GALP";"Gasolina simples 95";"2026-07-03 15:20";"Viseu";"Posto Galp, Estr. Nac. N.2, KM 178,Repeses";"Viseu";"3500-719";40.62839;-7.94025
"Galp REPESES";"Outro";"Viseu";"2,124 €";"GALP";"Gasolina especial 98";"2026-07-03 15:20";"Viseu";"Posto Galp, Estr. Nac. N.2, KM 178,Repeses";"Viseu";"3500-719";40.62839;-7.94025
"Galp TONDELA";"Outro";"Tondela";"1,869 €";"GALP";"Gasóleo simples";"2026-07-03 15:20";"Viseu";"Av. Visconde de Tondela";"Tondela";"3460-589";40.517345;-8.081781
"Galp TONDELA";"Outro";"Tondela";"1,919 €";"GALP";"Gasóleo especial";"2026-07-03 15:20";"Viseu";"Av. Visconde de Tondela";"Tondela";"3460-589";40.517345;-8.081781
"Galp TONDELA";"Outro";"Tondela";"1,959 €";"GALP";"Gasolina simples 95";"2026-07-03 15:20";"Viseu";"Av. Visconde de Tondela";"Tondela";"3460-589";40.517345;-8.081781
"Galp TONDELA";"Outro";"Tondela";"2,169 €";"GALP";"Gasolina especial 98";"2026-07-03 15:20";"Viseu";"Av. Visconde de Tondela";"Tondela";"3460-589";40.517345;-8.081781
"Galp SANTA COMBA DÃO";"Outro";"Santa Comba Dão";"1,834 €";"GALP";"Gasóleo simples";"2026-07-03 15:20";"Viseu";"P. Galp-Av General Humberto Delgado";"Santa Comba Dão";"3440-325";40.397537;-8.129578
"Galp SANTA COMBA DÃO";"Outro";"Santa Comba Dão";"1,884 €";"GALP";"Gasóleo especial";"2026-07-03 15:20";"Viseu";"P. Galp-Av General Humberto Delgado";"Santa Comba Dão";"3440-325";40.397537;-8.129578
"Galp SANTA COMBA DÃO";"Outro";"Santa Comba Dão";"1,919 €";"GALP";"Gasolina simples 95";"2026-07-03 15:20";"Viseu";"P. Galp-Av General Humberto Delgado";"Santa Comba Dão";"3440-325";40.397537;-8.129578
"INTERMARCHÉ CALDAS das TAIPAS";"Área comercial (Hipermercados)";"Guimarães";"1,758 €";"INTERMARCHÉ";"Gasóleo especial";"2026-07-03 15:30";"Braga";"Rua Comandante Carvalho Crato (EN 101)";"Caldas das Taipas";"4805-104";41.48632;-8.351243
"INTERMARCHÉ CALDAS das TAIPAS";"Área comercial (Hipermercados)";"Guimarães";"1,728 €";"INTERMARCHÉ";"Gasóleo simples";"2026-07-03 15:30";"Braga";"Rua Comandante Carvalho Crato (EN 101)";"Caldas das Taipas";"4805-104";41.48632;-8.351243
"INTERMARCHÉ CALDAS das TAIPAS";"Área comercial (Hipermercados)";"Guimarães";"1,798 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-07-03 15:30";"Braga";"Rua Comandante Carvalho Crato (EN 101)";"Caldas das Taipas";"4805-104";41.48632;-8.351243
"Posto Abastecedor Cepsa - Tondela";"Outro";"Tondela";"1,936 €";"CEPSA";"Gasóleo especial";"2026-07-03 15:35";"Viseu";"Av. Dr. Francisco Sá Carneiro, 600";"Tondela";"3460-523";40.507565;-8.080571
"Posto Abastecedor Cepsa - Tondela";"Outro";"Tondela";"1,963 €";"CEPSA";"Gasolina simples 95";"2026-07-03 15:35";"Viseu";"Av. Dr. Francisco Sá Carneiro, 600";"Tondela";"3460-523";40.507565;-8.080571
"Posto Abastecedor Cepsa - Tondela";"Outro";"Tondela";"2,175 €";"CEPSA";"Gasolina especial 98";"2026-07-03 15:35";"Viseu";"Av. Dr. Francisco Sá Carneiro, 600";"Tondela";"3460-523";40.507565;-8.080571
"Posto Abastecedor Cepsa - Tondela";"Outro";"Tondela";"1,886 €";"CEPSA";"Gasóleo simples";"2026-07-03 15:35";"Viseu";"Av. Dr. Francisco Sá Carneiro, 600";"Tondela";"3460-523";40.507565;-8.080571
"Cepsa - Esmoriz";"Outro";"Ovar";"1,799 €";"CEPSA";"Gasóleo simples";"2026-07-03 15:45";"Aveiro";"Av Raimundo Rodrigues";"Esmoriz";"3885-000";40.95695;-8.64037
"Cepsa - Esmoriz";"Outro";"Ovar";"1,849 €";"CEPSA";"Gasóleo especial";"2026-07-03 15:45";"Aveiro";"Av Raimundo Rodrigues";"Esmoriz";"3885-000";40.95695;-8.64037
"Cepsa - Esmoriz";"Outro";"Ovar";"1,899 €";"CEPSA";"Gasolina simples 95";"2026-07-03 15:45";"Aveiro";"Av Raimundo Rodrigues";"Esmoriz";"3885-000";40.95695;-8.64037
"Cepsa - Esmoriz";"Outro";"Ovar";"2,109 €";"CEPSA";"Gasolina especial 98";"2026-07-03 15:45";"Aveiro";"Av Raimundo Rodrigues";"Esmoriz";"3885-000";40.95695;-8.64037
"Anta - Espinho \"TOTAL\"";"Outro";"Espinho";"1,836 €";"CEPSA";"Gasóleo simples";"2026-07-03 15:50";"Aveiro";"Rua de Esmojães";"Esmojães - Anta";"4500-063";41.00042;-8.60527
"Anta - Espinho \"TOTAL\"";"Outro";"Espinho";"1,886 €";"CEPSA";"Gasóleo especial";"2026-07-03 15:50";"Aveiro";"Rua de Esmojães";"Esmojães - Anta";"4500-063";41.00042;-8.60527
"Anta - Espinho \"TOTAL\"";"Outro";"Espinho";"1,929 €";"CEPSA";"Gasolina simples 95";"2026-07-03 15:50";"Aveiro";"Rua de Esmojães";"Esmojães - Anta";"4500-063";41.00042;-8.60527
"Anta - Espinho \"TOTAL\"";"Outro";"Espinho";"2,129 €";"CEPSA";"Gasolina especial 98";"2026-07-03 15:50";"Aveiro";"Rua de Esmojães";"Esmojães - Anta";"4500-063";41.00042;-8.60527
"MARCOSCAR COMBUSTIVEIS ";"Outro";"Mogadouro";"2,154 €";"SHELL";"Gasolina especial 98";"2026-07-03 16:05";"Bragança";"AVENIDA DO SABOR ";"Mogadouro";"5200-204";41.34525;-6.705865
"MARCOSCAR COMBUSTIVEIS ";"Outro";"Mogadouro";"1,844 €";"SHELL";"Gasóleo simples";"2026-07-03 16:05";"Bragança";"AVENIDA DO SABOR ";"Mogadouro";"5200-204";41.34525;-6.705865
"MARCOSCAR COMBUSTIVEIS ";"Outro";"Mogadouro";"1,914 €";"SHELL";"Gasóleo especial";"2026-07-03 16:05";"Bragança";"AVENIDA DO SABOR ";"Mogadouro";"5200-204";41.34525;-6.705865
"MARCOSCAR COMBUSTIVEIS ";"Outro";"Mogadouro";"1,974 €";"SHELL";"Gasolina simples 95";"2026-07-03 16:05";"Bragança";"AVENIDA DO SABOR ";"Mogadouro";"5200-204";41.34525;-6.705865
"BP VILA REAL - TIMPEIRA";"Outro";"Vila Real";"1,869 €";"BP";"Gasóleo simples";"2026-07-03 16:30";"Vila Real";"Av. 25 de Abril";"Vila Real - Timpeira";"5000-424";41.308872;-7.734071
"BP VILA REAL - TIMPEIRA";"Outro";"Vila Real";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 16:30";"Vila Real";"Av. 25 de Abril";"Vila Real - Timpeira";"5000-424";41.308872;-7.734071
"BP VILA REAL - TIMPEIRA";"Outro";"Vila Real";"1,969 €";"BP";"Gasolina simples 95";"2026-07-03 16:30";"Vila Real";"Av. 25 de Abril";"Vila Real - Timpeira";"5000-424";41.308872;-7.734071
"BP VILA REAL - TIMPEIRA";"Outro";"Vila Real";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 16:30";"Vila Real";"Av. 25 de Abril";"Vila Real - Timpeira";"5000-424";41.308872;-7.734071
"BP - Vila Real - Hospital";"Outro";"Vila Real";"1,869 €";"BP";"Gasóleo simples";"2026-07-03 16:30";"Vila Real";"Rua dos Lagoeiros Lt. 10";"Lordelo";"5000-185";41.307814;-7.756435
"BP - Vila Real - Hospital";"Outro";"Vila Real";"1,424 €";"BP";"Gasóleo especial";"2026-07-03 16:30";"Vila Real";"Rua dos Lagoeiros Lt. 10";"Lordelo";"5000-185";41.307814;-7.756435
"BP - Vila Real - Hospital";"Outro";"Vila Real";"1,969 €";"BP";"Gasolina simples 95";"2026-07-03 16:30";"Vila Real";"Rua dos Lagoeiros Lt. 10";"Lordelo";"5000-185";41.307814;-7.756435
"BP - Vila Real - Hospital";"Outro";"Vila Real";"2,199 €";"BP";"Gasolina especial 98";"2026-07-03 16:30";"Vila Real";"Rua dos Lagoeiros Lt. 10";"Lordelo";"5000-185";41.307814;-7.756435
"GALP - Parada de Ester (CONVITE POSITIVO)";"Outro";"Castro Daire";"1,868 €";"GALP";"Gasóleo simples";"2026-07-03 16:35";"Viseu";"Portas de Montemuro - Parada de Ester - Castro Daire";"Parada de Ester";"3600-508";40.96613;-8.007909
"GALP - Parada de Ester (CONVITE POSITIVO)";"Outro";"Castro Daire";"1,918 €";"GALP";"Gasóleo especial";"2026-07-03 16:35";"Viseu";"Portas de Montemuro - Parada de Ester - Castro Daire";"Parada de Ester";"3600-508";40.96613;-8.007909
"GALP - Parada de Ester (CONVITE POSITIVO)";"Outro";"Castro Daire";"1,965 €";"GALP";"Gasolina simples 95";"2026-07-03 16:35";"Viseu";"Portas de Montemuro - Parada de Ester - Castro Daire";"Parada de Ester";"3600-508";40.96613;-8.007909
"INTERMARCHÉ ALCÁCER DO SAL";"Outro";"Alcácer do Sal";"1,749 €";"INTERMARCHÉ";"Gasóleo simples";"2026-07-03 16:45";"Setúbal";"Cerrado das Majapoas ";"Alcácer do Sal";"7580-054";38.38147;-8.514054
"INTERMARCHÉ ALCÁCER DO SAL";"Outro";"Alcácer do Sal";"1,779 €";"INTERMARCHÉ";"Gasóleo especial";"2026-07-03 16:45";"Setúbal";"Cerrado das Majapoas ";"Alcácer do Sal";"7580-054";38.38147;-8.514054
"INTERMARCHÉ ALCÁCER DO SAL";"Outro";"Alcácer do Sal";"1,839 €";"INTERMARCHÉ";"Gasolina simples 95";"2026-07-03 16:45";"Setúbal";"Cerrado das Majapoas ";"Alcácer do Sal";"7580-054";38.38147;-8.514054
"PA Peroferreiro";"Outro";"Sernancelhe";"1,852 €";"Genérico";"Gasóleo simples";"2026-07-03 17:25";"Viseu";"Peroferreiro - N226";"Cunha";"3640-050";40.825466;-7.462063
"PA Peroferreiro";"Outro";"Sernancelhe";"1,955 €";"Genérico";"Gasolina simples 95";"2026-07-03 17:25";"Viseu";"Peroferreiro - N226";"Cunha";"3640-050";40.825466;-7.462063
"CEPSA VALE DE CAMBRA";"Outro";"Vale de Cambra";"2,155 €";"CEPSA";"Gasolina especial 98";"2026-07-03 17:30";"Aveiro";"Rua Dom Tomáz Gomes de Almeida";"Mártir";"3730-069";40.830406;-8.399028
"CEPSA VALE DE CAMBRA";"Outro";"Vale de Cambra";"1,856 €";"CEPSA";"Gasóleo simples";"2026-07-03 17:30";"Aveiro";"Rua Dom Tomáz Gomes de Almeida";"Mártir";"3730-069";40.830406;-8.399028
"CEPSA VALE DE CAMBRA";"Outro";"Vale de Cambra";"1,906 €";"CEPSA";"Gasóleo especial";"2026-07-03 17:30";"Aveiro";"Rua Dom Tomáz Gomes de Almeida";"Mártir";"3730-069";40.830406;-8.399028
"CEPSA VALE DE CAMBRA";"Outro";"Vale de Cambra";"1,943 €";"CEPSA";"Gasolina simples 95";"2026-07-03 17:30";"Aveiro";"Rua Dom Tomáz Gomes de Almeida";"Mártir";"3730-069";40.830406;-8.399028
"CEPSA FRONTEIRA";"Outro";"Fronteira";"1,824 €";"CEPSA";"Gasóleo simples";"2026-07-03 17:40";"Portalegre";"Zona Industrial de Fronteira, Lote 43";"Fronteira";"7460-999";39.04899;-7.64171
"CEPSA FRONTEIRA";"Outro";"Fronteira";"1,894 €";"CEPSA";"Gasóleo especial";"2026-07-03 17:40";"Portalegre";"Zona Industrial de Fronteira, Lote 43";"Fronteira";"7460-999";39.04899;-7.64171
"CEPSA FRONTEIRA";"Outro";"Fronteira";"1,909 €";"CEPSA";"Gasolina simples 95";"2026-07-03 17:40";"Portalegre";"Zona Industrial de Fronteira, Lote 43";"Fronteira";"7460-999";39.04899;-7.64171
"Moeve Matosinhos";"Outro";"Matosinhos";"1,858 €";"MOEVE";"Gasóleo especial";"2026-07-03 17:40";"Porto";"Rua Alfredo Cunha 546";"Matosinhos";"4450-022";41.186203;-8.677831
"Moeve Matosinhos";"Outro";"Matosinhos";"1,836 €";"MOEVE";"Gasóleo simples";"2026-07-03 17:40";"Porto";"Rua Alfredo Cunha 546";"Matosinhos";"4450-022";41.186203;-8.677831
"Moeve Matosinhos";"Outro";"Matosinhos";"1,923 €";"MOEVE";"Gasolina simples 95";"2026-07-03 17:40";"Porto";"Rua Alfredo Cunha 546";"Matosinhos";"4450-022";41.186203;-8.677831
"BP Sabrosa - Zona Industrial (Paços)";"Outro";"Sabrosa";"1,909 €";"BP";"Gasóleo simples";"2026-07-03 17:45";"Vila Real";"Zona Industrial de Sabrosa, Lote 20B";"Paços";"5060-193";41.26472;-7.589908
"BP Sabrosa - Zona Industrial (Paços)";"Outro";"Sabrosa";"1,994 €";"BP";"Gasolina simples 95";"2026-07-03 17:45";"Vila Real";"Zona Industrial de Sabrosa, Lote 20B";"Paços";"5060-193";41.26472;-7.589908
"BP Sabrosa - Zona Industrial (Paços)";"Outro";"Sabrosa";"2,029 €";"BP";"Gasóleo especial";"2026-07-03 17:45";"Vila Real";"Zona Industrial de Sabrosa, Lote 20B";"Paços";"5060-193";41.26472;-7.589908
"SETE CASAS";"Outro";"Loures";"1,929 €";"BP";"Gasóleo simples";"2026-07-03 18:00";"Lisboa";"EN 374";"Loures - Sete Casas";"2670-000";38.848736;-9.180973
"SETE CASAS";"Outro";"Loures";"2,049 €";"BP";"Gasóleo especial";"2026-07-03 18:00";"Lisboa";"EN 374";"Loures - Sete Casas";"2670-000";38.848736;-9.180973
"SETE CASAS";"Outro";"Loures";"2,019 €";"BP";"Gasolina simples 95";"2026-07-03 18:00";"Lisboa";"EN 374";"Loures - Sete Casas";"2670-000";38.848736;-9.180973
"SETE CASAS";"Outro";"Loures";"2,219 €";"BP";"Gasolina especial 98";"2026-07-03 18:00";"Lisboa";"EN 374";"Loures - Sete Casas";"2670-000";38.848736;-9.180973
"PRIO Chaves - Fernando M. Portugal";"Outro";"Chaves";"1,769 €";"PRIO";"Gasóleo simples";"2026-07-03 18:15";"Vila Real";"Rua 25 de Março de 1809  n.º 4  (Lombo)";"Chaves";"5400-016";41.7221;-7.45758
